docketNumber,paidOrIfp,docketDisposition,docketDispositionDate,journalDispositions,journalDispositionDates,reconciliationStatus,officialDocketUrl,reviewNote
23-5036,ifp,denied,2024-06-03,denied,2024-06-03,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5036.html,Current docket outcome matches at least one parsed Journal row.
23-5037,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5037.html,Current docket outcome matches at least one parsed Journal row.
23-5038,ifp,denied,2024-04-15,denied,2024-04-15,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5038.html,Current docket outcome matches at least one parsed Journal row.
23-5039,ifp,denied,2023-10-10,denied,2023-10-10,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5039.html,Current docket outcome matches at least one parsed Journal row.
23-5040,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5040.html,Current docket outcome matches at least one parsed Journal row.
23-5041,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5041.html,Current docket outcome matches at least one parsed Journal row.
23-5042,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5042.html,Current docket outcome matches at least one parsed Journal row.
23-5043,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5043.html,Current docket outcome matches at least one parsed Journal row.
23-5044,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5044.html,Current docket outcome matches at least one parsed Journal row.
23-5045,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5045.html,Current docket outcome matches at least one parsed Journal row.
23-5046,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5046.html,Current docket outcome matches at least one parsed Journal row.
23-5047,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5047.html,Current docket outcome matches at least one parsed Journal row.
23-5048,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5048.html,Current docket outcome matches at least one parsed Journal row.
23-5049,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5049.html,Current docket outcome matches at least one parsed Journal row.
23-5050,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5050.html,Current docket outcome matches at least one parsed Journal row.
23-5051,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5051.html,Current docket outcome matches at least one parsed Journal row.
23-5052,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5052.html,Current docket outcome matches at least one parsed Journal row.
23-5053,ifp,denied,2023-11-20,denied,2023-11-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5053.html,Current docket outcome matches at least one parsed Journal row.
23-5054,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5054.html,Current docket outcome matches at least one parsed Journal row.
23-5055,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5055.html,Current docket outcome matches at least one parsed Journal row.
23-5056,ifp,denied,2023-11-20,denied,2023-11-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5056.html,Current docket outcome matches at least one parsed Journal row.
23-5057,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5057.html,Current docket outcome matches at least one parsed Journal row.
23-5058,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5058.html,Current docket outcome matches at least one parsed Journal row.
23-5059,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5059.html,Current docket outcome matches at least one parsed Journal row.
23-5060,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5060.html,Current docket outcome matches at least one parsed Journal row.
23-5061,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5061.html,Current docket outcome matches at least one parsed Journal row.
23-5062,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5062.html,Current docket outcome matches at least one parsed Journal row.
23-5063,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5063.html,Current docket outcome matches at least one parsed Journal row.
23-5064,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5064.html,Current docket outcome matches at least one parsed Journal row.
23-5065,ifp,dismissed,2023-08-29,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5065.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-5066,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5066.html,Current docket outcome matches at least one parsed Journal row.
23-5067,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5067.html,Current docket outcome matches at least one parsed Journal row.
23-5068,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5068.html,Current docket outcome matches at least one parsed Journal row.
23-5069,ifp,ifp_fee_denied_closed,2023-12-21,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5069.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-5070,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5070.html,Current docket outcome matches at least one parsed Journal row.
23-5071,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5071.html,Current docket outcome matches at least one parsed Journal row.
23-5072,ifp,denied,2024-06-03,denied,2024-06-03,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5072.html,Current docket outcome matches at least one parsed Journal row.
23-5073,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5073.html,Current docket outcome matches at least one parsed Journal row.
23-5074,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5074.html,Current docket outcome matches at least one parsed Journal row.
23-5075,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5075.html,Current docket outcome matches at least one parsed Journal row.
23-5076,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5076.html,Current docket outcome matches at least one parsed Journal row.
23-5077,ifp,not_certiorari_intake,,,,not_in_journal_disposition_extract,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5077.html,Docket is in the independently enumerated OT2023 intake cohort but not the parsed Journal disposition slice.
23-5078,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5078.html,Current docket outcome matches at least one parsed Journal row.
23-5079,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5079.html,Current docket outcome matches at least one parsed Journal row.
23-5080,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5080.html,Current docket outcome matches at least one parsed Journal row.
23-5081,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5081.html,Current docket outcome matches at least one parsed Journal row.
23-5082,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5082.html,Current docket outcome matches at least one parsed Journal row.
23-5083,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5083.html,Current docket outcome matches at least one parsed Journal row.
23-5084,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5084.html,Current docket outcome matches at least one parsed Journal row.
23-5085,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5085.html,Current docket outcome matches at least one parsed Journal row.
23-5086,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5086.html,Current docket outcome matches at least one parsed Journal row.
23-5087,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5087.html,Current docket outcome matches at least one parsed Journal row.
23-5088,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5088.html,Current docket outcome matches at least one parsed Journal row.
23-5089,ifp,denied,2023-11-20,denied,2023-11-20,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5089.html,Current docket outcome matches at least one parsed Journal row.
23-5090,ifp,denied,2023-12-11,denied,2023-12-11,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5090.html,Current docket outcome matches at least one parsed Journal row.
23-5091,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5091.html,Current docket outcome matches at least one parsed Journal row.
23-5092,ifp,dismissed,2023-10-02,dismissed,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5092.html,Current docket outcome matches at least one parsed Journal row.
23-5093,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5093.html,Current docket outcome matches at least one parsed Journal row.
23-5094,ifp,denied,2023-10-02,denied,2023-10-02,outcome_matches_journal,https://www.supremecourt.gov/docket/docketfiles/html/public/23-5094.html,Current docket outcome matches at least one parsed Journal row.
