priorityTier,term,docketNumber,sourceRowCount,sourceRecordIds,sourceUrl,orderEvents,externalSourceUrl,externalObservationDate,externalObservationLocator,observedActorAction,policyStatus,sourceSha256,reviewStatus,completionRule
2_denied_or_nonbinary_matter,OT2023,23A419,1,shadow_docket_database_v3-0.csv:line 390660,https://www.supremecourt.gov/docket/docketfiles/html/public/23A419.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-01-08"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 390660""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A449,1,shadow_docket_database_v3-0.csv:line 390029,https://www.supremecourt.gov/docket/docketfiles/html/public/23A449.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2023-12-01"",""dispositionType"":""Dismissed"",""downstreamPolicyStatus"":""application_dismissed_no_scotus_policy_change"",""reliefGranted"":""NA"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 390029""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A452,1,shadow_docket_database_v3-0.csv:line 389930,https://www.supremecourt.gov/docket/docketfiles/html/public/23A452.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2023-11-27"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 389930""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A468,1,shadow_docket_database_v3-0.csv:line 390661,https://www.supremecourt.gov/docket/docketfiles/html/public/23A468.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-01-08"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 390661""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A486,1,shadow_docket_database_v3-0.csv:line 390510,https://www.supremecourt.gov/docket/docketfiles/html/public/23A486.html,"[{""applicationClass"":""Injunction"",""dispositionDate"":""2023-12-14"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 390510""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A489,1,shadow_docket_database_v3-0.csv:line 390662,https://www.supremecourt.gov/docket/docketfiles/html/public/23A489.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-01-08"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 390662""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A521,1,shadow_docket_database_v3-0.csv:line 390484,https://www.supremecourt.gov/docket/docketfiles/html/public/23A521.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2023-12-12"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 390484""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A523,1,shadow_docket_database_v3-0.csv:line 390485,https://www.supremecourt.gov/docket/docketfiles/html/public/23A523.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2023-12-12"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 390485""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A641,1,shadow_docket_database_v3-0.csv:line 391367,https://www.supremecourt.gov/docket/docketfiles/html/public/23A641.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-01-22"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 391367""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A696,1,shadow_docket_database_v3-0.csv:line 391556,https://www.supremecourt.gov/docket/docketfiles/html/public/23A696.html,"[{""applicationClass"":""Injunction"",""dispositionDate"":""2024-02-02"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 391556""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A701,1,shadow_docket_database_v3-0.csv:line 392481,https://www.supremecourt.gov/docket/docketfiles/html/public/23A701.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-03-04"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 392481""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A718,1,shadow_docket_database_v3-0.csv:line 392703,https://www.supremecourt.gov/docket/docketfiles/html/public/23A718.html,"[{""applicationClass"":""Injunction"",""dispositionDate"":""2024-03-18"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 392703""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A741,2,shadow_docket_database_v3-0.csv:line 392212;shadow_docket_database_v3-0.csv:line 392213,https://www.supremecourt.gov/docket/docketfiles/html/public/23A741.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-02-22"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 392212""},{""applicationClass"":""Vacate"",""dispositionDate"":""2024-02-22"",""dispositionType"":""NA"",""downstreamPolicyStatus"":""nonbinary_or_na_docket_status_no_external_implementation_coding"",""reliefGranted"":""NA"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 392213""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A781,1,shadow_docket_database_v3-0.csv:line 394440,https://www.supremecourt.gov/docket/docketfiles/html/public/23A781.html,"[{""applicationClass"":""Injunction"",""dispositionDate"":""2024-05-20"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 394440""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A802,1,shadow_docket_database_v3-0.csv:line 393185,https://www.supremecourt.gov/docket/docketfiles/html/public/23A802.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-04-01"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 393185""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A814,2,shadow_docket_database_v3-0.csv:line 392935;shadow_docket_database_v3-0.csv:line 392960,https://www.supremecourt.gov/docket/docketfiles/html/public/23A814.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-03-19"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 392935""},{""applicationClass"":""Vacate"",""dispositionDate"":""2024-03-19"",""dispositionType"":""NA"",""downstreamPolicyStatus"":""nonbinary_or_na_docket_status_no_external_implementation_coding"",""reliefGranted"":""NA"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 392960""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A815,2,shadow_docket_database_v3-0.csv:line 392936;shadow_docket_database_v3-0.csv:line 392961,https://www.supremecourt.gov/docket/docketfiles/html/public/23A815.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-03-19"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 392936""},{""applicationClass"":""Vacate"",""dispositionDate"":""2024-03-19"",""dispositionType"":""NA"",""downstreamPolicyStatus"":""nonbinary_or_na_docket_status_no_external_implementation_coding"",""reliefGranted"":""NA"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 392961""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A820,1,shadow_docket_database_v3-0.csv:line 392673,https://www.supremecourt.gov/docket/docketfiles/html/public/23A820.html,"[{""applicationClass"":""Injunction"",""dispositionDate"":""2024-03-15"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 392673""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A829,1,shadow_docket_database_v3-0.csv:line 393419,https://www.supremecourt.gov/docket/docketfiles/html/public/23A829.html,"[{""applicationClass"":""Injunction"",""dispositionDate"":""2024-04-15"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 393419""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A851,1,shadow_docket_database_v3-0.csv:line 394796,https://www.supremecourt.gov/docket/docketfiles/html/public/23A851.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-06-03"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 394796""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A862,1,shadow_docket_database_v3-0.csv:line 393302,https://www.supremecourt.gov/docket/docketfiles/html/public/23A862.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-04-02"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 393302""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A870,1,shadow_docket_database_v3-0.csv:line 394441,https://www.supremecourt.gov/docket/docketfiles/html/public/23A870.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-05-20"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 394441""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A871,1,shadow_docket_database_v3-0.csv:line 394442,https://www.supremecourt.gov/docket/docketfiles/html/public/23A871.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-05-20"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 394442""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A901,1,shadow_docket_database_v3-0.csv:line 394443,https://www.supremecourt.gov/docket/docketfiles/html/public/23A901.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-05-20"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 394443""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A925,1,shadow_docket_database_v3-0.csv:line 394086,https://www.supremecourt.gov/docket/docketfiles/html/public/23A925.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-04-30"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 394086""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A933,1,shadow_docket_database_v3-0.csv:line 394618,https://www.supremecourt.gov/docket/docketfiles/html/public/23A933.html,"[{""applicationClass"":""Injunction"",""dispositionDate"":""2024-05-28"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 394618""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A96,1,shadow_docket_database_v3-0.csv:line 387418,https://www.supremecourt.gov/docket/docketfiles/html/public/23A96.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2023-10-02"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 387418""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,23A99,1,shadow_docket_database_v3-0.csv:line 387419,https://www.supremecourt.gov/docket/docketfiles/html/public/23A99.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2023-10-02"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 387419""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24-5221,1,shadow_docket_database_v3-0.csv:line 395851,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5221.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-08-07"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 395851""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24-5389,1,shadow_docket_database_v3-0.csv:line 395974,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5389.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-08-29"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 395974""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24-5561,1,shadow_docket_database_v3-0.csv:line 396068,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5561.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-09-24"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396068""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24-5603,2,shadow_docket_database_v3-0.csv:line 396060;shadow_docket_database_v3-0.csv:line 396061,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5603.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-09-20"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396060""},{""applicationClass"":""Stay"",""dispositionDate"":""2024-09-20"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396061""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24-5606,1,shadow_docket_database_v3-0.csv:line 396070,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5606.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-09-24"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396070""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24-5612,2,shadow_docket_database_v3-0.csv:line 396072;shadow_docket_database_v3-0.csv:line 396073,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5612.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-09-24"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396072""},{""applicationClass"":""Stay"",""dispositionDate"":""2024-09-24"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396073""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24-5658,1,shadow_docket_database_v3-0.csv:line 396094,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5658.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-10-01"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396094""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24-5670,1,shadow_docket_database_v3-0.csv:line 396096,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5670.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-10-01"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396096""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24-5671,1,shadow_docket_database_v3-0.csv:line 396098,https://www.supremecourt.gov/docket/docketfiles/html/public/24-5671.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-10-01"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396098""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24A11,1,shadow_docket_database_v3-0.csv:line 395970,https://www.supremecourt.gov/docket/docketfiles/html/public/24A11.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-08-28"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 395970""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24A146,1,shadow_docket_database_v3-0.csv:line 395982,https://www.supremecourt.gov/docket/docketfiles/html/public/24A146.html,"[{""applicationClass"":""Injunction"",""dispositionDate"":""2024-09-03"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 395982""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24A164,1,shadow_docket_database_v3-0.csv:line 395950,https://www.supremecourt.gov/docket/docketfiles/html/public/24A164.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-08-22"",""dispositionType"":""Granted/Denied"",""downstreamPolicyStatus"":""mixed_or_partial_emergency_disposition_no_external_implementation_coding"",""reliefGranted"":""NA"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 395950""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24A173,1,shadow_docket_database_v3-0.csv:line 395969,https://www.supremecourt.gov/docket/docketfiles/html/public/24A173.html,"[{""applicationClass"":""Vacate"",""dispositionDate"":""2024-08-28"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 395969""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24A178,1,shadow_docket_database_v3-0.csv:line 396115,https://www.supremecourt.gov/docket/docketfiles/html/public/24A178.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-10-04"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396115""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24A179,1,shadow_docket_database_v3-0.csv:line 396116,https://www.supremecourt.gov/docket/docketfiles/html/public/24A179.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-10-04"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396116""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24A180,1,shadow_docket_database_v3-0.csv:line 396117,https://www.supremecourt.gov/docket/docketfiles/html/public/24A180.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-10-04"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396117""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24A181,1,shadow_docket_database_v3-0.csv:line 395981,https://www.supremecourt.gov/docket/docketfiles/html/public/24A181.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-09-03"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 395981""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
2_denied_or_nonbinary_matter,OT2023,24A186,1,shadow_docket_database_v3-0.csv:line 396118,https://www.supremecourt.gov/docket/docketfiles/html/public/24A186.html,"[{""applicationClass"":""Stay"",""dispositionDate"":""2024-10-04"",""dispositionType"":""Denied"",""downstreamPolicyStatus"":""requested_emergency_relief_denied_no_scotus_policy_change"",""reliefGranted"":""0"",""sourceRecordId"":""shadow_docket_database_v3-0.csv:line 396118""}]",,,,,,,pending_external_implementation_evidence,"link external lower-court order or official implementation record to the specific order event; retain date, locator, actor, action and unavailable-source log"
