caseKey,caseName,caseDescription,caseWeight,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,directionalScore,representativeQuality,riskControl,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes
baseline,Baseline,Moderately polarized three-party legislature.,1.000,current-system,Current U.S.-style system,7200,60.000,439,3.658,60.000,0.544,0.647,0.925,0.061,1.000,0.669,0.722,0.041,0.343,0.939,0.000,0.000,0.000,0.000,0.825,0.015,0.182,0.190,0.832,0.184,0.316,0.000,0.000,0.000,0.168,0.000,0.000,0.051,0.019,0.000,0.667,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.044,169,1
baseline,Baseline,Moderately polarized three-party legislature.,1.000,simple-majority,Unicameral simple majority,7200,60.000,1868,15.567,60.000,0.571,0.569,0.885,0.259,1.000,0.595,0.637,0.154,0.230,0.741,0.000,0.000,0.000,0.000,0.443,0.105,0.324,0.213,0.829,0.695,0.400,0.000,0.000,0.000,0.171,0.000,0.000,0.090,0.116,0.000,0.554,0.000,0.000,0.000,0.105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.165,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,supermajority-60,Unicameral 60 percent passage,7200,60.000,573,4.775,60.000,0.551,0.650,0.925,0.080,1.000,0.663,0.732,0.053,0.369,0.920,0.000,0.000,0.000,0.000,0.778,0.016,0.144,0.197,0.826,0.277,0.341,0.000,0.000,0.000,0.174,0.000,0.000,0.054,0.021,0.000,0.657,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.058,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,bicameral-majority,Bicameral simple majority,7200,60.000,1142,9.517,60.000,0.555,0.599,0.907,0.159,1.000,0.621,0.675,0.099,0.271,0.841,0.000,0.000,0.000,0.000,0.613,0.049,0.244,0.204,0.832,0.455,0.367,0.000,0.000,0.000,0.168,0.000,0.000,0.075,0.058,0.000,0.597,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.107,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,presidential-veto,Bicameral majority + presidential veto,7200,60.000,736,6.133,60.000,0.544,0.614,0.916,0.102,1.000,0.633,0.683,0.065,0.305,0.898,0.000,0.000,0.000,0.000,0.742,0.028,0.213,0.198,0.830,0.300,0.359,0.000,0.000,0.000,0.170,0.000,0.000,0.064,0.031,0.000,0.617,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.070,418,1
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass,Default pass unless 2/3 block,7200,60.000,6022,50.183,60.000,0.648,0.464,0.644,0.836,1.000,0.531,0.491,0.444,0.105,0.164,0.000,0.000,0.000,0.452,0.021,0.673,0.670,0.257,0.802,0.993,0.600,0.000,0.000,0.000,0.198,0.000,0.000,0.169,0.742,0.000,0.390,0.000,0.000,0.000,0.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.411,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,7200,60.000,6046,50.383,60.000,0.648,0.463,0.642,0.840,1.000,0.530,0.490,0.445,0.104,0.160,0.000,0.000,0.000,0.453,0.023,0.673,0.667,0.260,0.801,0.988,0.611,0.105,0.612,2.072,0.199,0.000,0.000,0.170,0.753,0.000,0.389,0.000,0.000,0.000,0.673,0.000,0.000,0.000,0.000,0.000,3.909,0.202,0.205,0.195,0.200,0.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.411,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass-strategic-lobbying,Default pass + strategic lobbying,7200,60.000,6019,50.158,60.000,0.648,0.464,0.644,0.836,1.000,0.530,0.491,0.443,0.104,0.164,0.000,0.000,0.000,0.451,0.026,0.671,0.668,0.258,0.802,0.991,0.605,0.114,0.598,1.894,0.198,0.000,0.000,0.170,0.748,0.000,0.389,0.000,0.000,0.000,0.671,0.000,0.000,0.000,0.000,0.000,3.599,0.166,0.154,0.219,0.333,0.128,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.410,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass-adaptive-proposers,Default pass + adaptive proposers,7200,60.000,6229,51.908,59.883,0.662,0.468,0.652,0.865,0.998,0.526,0.489,0.455,0.118,0.135,0.002,0.000,0.000,0.442,0.018,0.582,0.603,0.250,0.812,0.995,0.590,0.000,0.000,0.000,0.188,0.998,0.088,0.168,0.794,0.015,0.394,0.000,0.000,0.000,0.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.423,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass-adaptive-proposers-lobbying,Default pass + adaptive proposers + strategic lobbying,7200,60.000,6205,51.708,59.875,0.661,0.468,0.653,0.862,0.998,0.526,0.489,0.453,0.118,0.138,0.002,0.000,0.000,0.444,0.016,0.581,0.605,0.251,0.813,0.991,0.596,0.117,0.587,1.856,0.187,0.998,0.088,0.168,0.786,0.014,0.395,0.000,0.000,0.000,0.581,0.000,0.000,0.000,0.000,0.000,3.614,0.167,0.155,0.216,0.333,0.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.422,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass-deep-strategy-bundle,Default pass + adaptive strategy bundle,7200,60.000,7002,58.350,59.900,0.719,0.491,0.693,0.973,0.998,0.536,0.450,0.521,0.209,0.027,0.002,0.000,0.000,0.359,0.013,0.381,0.355,0.235,0.829,0.996,0.662,0.114,0.557,2.010,0.171,0.998,0.302,0.122,0.893,0.233,0.430,0.000,0.000,0.000,0.381,0.000,0.000,0.000,0.000,0.000,3.856,0.172,0.158,0.209,0.327,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.438,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass-multiround-mediation,Default pass + multi-round mediation,7200,60.000,6934,57.783,60.000,0.707,0.483,0.675,0.963,1.000,0.530,0.444,0.511,0.196,0.037,0.000,0.000,0.000,0.385,0.017,0.401,0.375,0.262,0.824,0.996,0.700,0.000,0.000,0.000,0.176,0.726,0.280,0.119,0.944,0.242,0.423,0.000,0.000,0.000,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.428,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,7200,60.000,5241,43.675,60.000,0.654,0.502,0.731,0.728,1.000,0.546,0.462,0.397,0.218,0.272,0.000,0.000,0.481,0.250,0.200,0.277,0.347,0.268,0.839,0.834,0.698,0.000,0.000,0.000,0.161,0.723,0.278,0.114,0.778,0.243,0.444,0.000,0.000,0.000,0.277,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.339,0.323,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.336,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,7200,60.000,2808,23.400,60.000,0.589,0.546,0.831,0.390,1.000,0.555,0.627,0.216,0.173,0.610,0.000,0.000,0.000,0.241,0.018,0.212,0.452,0.201,0.861,0.968,0.366,0.000,0.000,0.000,0.139,0.000,0.000,0.107,0.163,0.000,0.514,0.000,0.000,0.000,0.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.279,0.492,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.277,0.393,0.000,0.000,0.000,0.000,0.000,0.071,0.244,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,7200,60.000,3975,33.125,33.125,0.715,0.655,0.938,0.552,0.552,0.666,0.634,0.368,0.487,0.448,0.448,0.000,0.000,0.011,0.003,0.006,0.005,0.197,0.843,0.950,0.379,0.000,0.000,0.000,0.157,0.552,0.335,0.047,0.016,0.000,0.645,0.000,0.000,0.000,0.006,0.000,0.001,0.003,6.000,0.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,0.350,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass-public-objection,Default pass + public objection window,7200,60.000,3191,26.592,60.000,0.594,0.525,0.815,0.443,1.000,0.555,0.588,0.246,0.168,0.557,0.000,0.000,0.000,0.262,0.200,0.221,0.401,0.205,0.813,0.916,0.403,0.000,0.000,0.000,0.187,0.000,0.000,0.106,0.222,0.000,0.501,0.000,0.000,0.000,0.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.655,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.261,0,0
baseline,Baseline,Moderately polarized three-party legislature.,1.000,default-pass-law-registry,Default pass + law registry,7200,60.000,6261,52.175,60.000,0.657,0.469,0.633,0.870,1.000,0.547,0.487,0.476,0.132,0.130,0.000,0.000,0.000,0.400,0.017,0.850,0.610,0.259,0.793,0.995,0.605,0.000,0.000,0.000,0.207,0.000,0.000,0.174,0.797,0.000,0.388,0.587,0.537,5.083,0.850,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.071,0.423,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,current-system,Current U.S.-style system,7200,60.000,1554,12.950,60.000,0.594,0.657,0.908,0.216,1.000,0.698,0.704,0.151,0.366,0.784,0.000,0.000,0.000,0.000,0.551,0.049,0.152,0.218,0.851,0.437,0.376,0.000,0.000,0.000,0.149,0.000,0.000,0.056,0.121,0.000,0.665,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.152,444,13
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,simple-majority,Unicameral simple majority,7200,60.000,3739,31.158,60.000,0.663,0.597,0.872,0.519,1.000,0.633,0.647,0.329,0.277,0.481,0.000,0.000,0.000,0.000,0.165,0.164,0.221,0.220,0.853,0.863,0.401,0.000,0.000,0.000,0.147,0.000,0.000,0.075,0.263,0.000,0.575,0.000,0.000,0.000,0.164,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.336,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,supermajority-60,Unicameral 60 percent passage,7200,60.000,2111,17.592,60.000,0.615,0.646,0.905,0.293,1.000,0.683,0.696,0.200,0.350,0.707,0.000,0.000,0.000,0.000,0.406,0.068,0.159,0.214,0.851,0.596,0.369,0.000,0.000,0.000,0.149,0.000,0.000,0.055,0.136,0.000,0.651,0.000,0.000,0.000,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.204,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,bicameral-majority,Bicameral simple majority,7200,60.000,3040,25.333,60.000,0.641,0.617,0.883,0.422,1.000,0.654,0.667,0.276,0.306,0.578,0.000,0.000,0.000,0.000,0.250,0.122,0.200,0.216,0.853,0.772,0.388,0.000,0.000,0.000,0.147,0.000,0.000,0.068,0.228,0.000,0.605,0.000,0.000,0.000,0.122,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.282,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,presidential-veto,Bicameral majority + presidential veto,7200,60.000,2156,17.967,60.000,0.612,0.635,0.901,0.299,1.000,0.671,0.689,0.201,0.333,0.701,0.000,0.000,0.000,0.000,0.428,0.077,0.174,0.215,0.850,0.591,0.377,0.000,0.000,0.000,0.150,0.000,0.000,0.061,0.141,0.000,0.633,0.000,0.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.206,794,13
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass,Default pass unless 2/3 block,7200,60.000,6114,50.950,60.000,0.705,0.533,0.733,0.849,1.000,0.576,0.578,0.489,0.198,0.151,0.000,0.000,0.000,0.315,0.014,0.398,0.333,0.240,0.836,0.995,0.481,0.000,0.000,0.000,0.164,0.000,0.000,0.113,0.669,0.000,0.475,0.000,0.000,0.000,0.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.490,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,7200,60.000,6091,50.758,60.000,0.704,0.533,0.732,0.846,1.000,0.575,0.577,0.487,0.199,0.154,0.000,0.000,0.000,0.322,0.015,0.396,0.332,0.241,0.837,0.988,0.485,0.113,0.602,1.810,0.163,0.000,0.000,0.113,0.671,0.000,0.475,0.000,0.000,0.000,0.396,0.000,0.000,0.000,0.000,0.000,4.331,0.200,0.202,0.197,0.208,0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.488,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass-strategic-lobbying,Default pass + strategic lobbying,7200,60.000,6096,50.800,60.000,0.704,0.532,0.734,0.847,1.000,0.576,0.577,0.487,0.198,0.153,0.000,0.000,0.000,0.318,0.014,0.397,0.333,0.241,0.836,0.988,0.487,0.122,0.582,1.674,0.164,0.000,0.000,0.113,0.662,0.000,0.475,0.000,0.000,0.000,0.397,0.000,0.000,0.000,0.000,0.000,4.008,0.164,0.154,0.222,0.334,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.489,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass-adaptive-proposers,Default pass + adaptive proposers,7200,60.000,6384,53.200,59.958,0.714,0.533,0.722,0.887,0.999,0.578,0.572,0.513,0.202,0.113,0.001,0.000,0.000,0.305,0.007,0.378,0.329,0.235,0.842,0.995,0.480,0.000,0.000,0.000,0.158,0.999,0.050,0.118,0.775,0.005,0.473,0.000,0.000,0.000,0.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.507,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass-adaptive-proposers-lobbying,Default pass + adaptive proposers + strategic lobbying,7200,60.000,6396,53.300,59.958,0.714,0.532,0.721,0.888,0.999,0.576,0.571,0.512,0.201,0.112,0.001,0.000,0.000,0.310,0.009,0.378,0.326,0.237,0.841,0.992,0.489,0.123,0.577,1.704,0.159,0.999,0.050,0.118,0.779,0.005,0.470,0.000,0.000,0.000,0.378,0.000,0.000,0.000,0.000,0.000,4.109,0.164,0.153,0.222,0.334,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.507,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass-deep-strategy-bundle,Default pass + adaptive strategy bundle,7200,60.000,7125,59.375,59.975,0.750,0.540,0.722,0.990,1.000,0.589,0.532,0.583,0.250,0.010,0.000,0.000,0.000,0.233,0.003,0.299,0.246,0.221,0.845,0.998,0.548,0.119,0.547,1.831,0.155,0.999,0.165,0.100,0.965,0.139,0.484,0.000,0.000,0.000,0.299,0.000,0.000,0.000,0.000,0.000,4.409,0.170,0.158,0.216,0.325,0.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.526,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass-multiround-mediation,Default pass + multi-round mediation,7200,60.000,7067,58.892,60.000,0.740,0.531,0.709,0.982,1.000,0.581,0.522,0.570,0.239,0.018,0.000,0.000,0.000,0.262,0.007,0.313,0.257,0.248,0.840,0.997,0.581,0.000,0.000,0.000,0.160,0.563,0.152,0.098,0.985,0.146,0.473,0.000,0.000,0.000,0.313,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.512,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,7200,60.000,5830,48.583,60.000,0.710,0.554,0.767,0.810,1.000,0.602,0.547,0.487,0.265,0.190,0.000,0.000,0.432,0.132,0.111,0.229,0.226,0.249,0.854,0.909,0.564,0.000,0.000,0.000,0.146,0.559,0.150,0.091,0.783,0.148,0.501,0.000,0.000,0.000,0.229,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.240,0.238,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.443,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,7200,60.000,4195,34.958,60.000,0.676,0.589,0.858,0.583,1.000,0.602,0.650,0.351,0.256,0.417,0.000,0.000,0.000,0.107,0.006,0.201,0.243,0.210,0.890,0.983,0.356,0.000,0.000,0.000,0.110,0.000,0.000,0.088,0.260,0.000,0.548,0.000,0.000,0.000,0.201,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.428,0.563,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.289,0.442,0.000,0.000,0.000,0.000,0.000,0.068,0.379,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,7200,60.000,4556,37.967,37.967,0.763,0.714,0.942,0.633,0.633,0.703,0.702,0.445,0.633,0.367,0.367,0.000,0.000,0.002,0.001,0.004,0.004,0.189,0.859,0.964,0.329,0.000,0.000,0.000,0.141,0.633,0.229,0.040,0.033,0.000,0.674,0.000,0.000,0.000,0.004,0.000,0.001,0.002,6.000,0.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.085,0.444,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass-public-objection,Default pass + public objection window,7200,60.000,4619,38.492,60.000,0.681,0.573,0.828,0.642,1.000,0.608,0.626,0.390,0.244,0.358,0.000,0.000,0.000,0.155,0.066,0.231,0.253,0.213,0.845,0.964,0.387,0.000,0.000,0.000,0.155,0.000,0.000,0.082,0.358,0.000,0.544,0.000,0.000,0.000,0.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.402,0,0
low-polarization,Low Polarization,Legislators are less ideologically clustered.,1.000,default-pass-law-registry,Default pass + law registry,7200,60.000,6215,51.792,60.000,0.709,0.541,0.721,0.863,1.000,0.600,0.574,0.518,0.228,0.137,0.000,0.000,0.000,0.279,0.016,0.551,0.336,0.240,0.827,0.992,0.483,0.000,0.000,0.000,0.173,0.000,0.000,0.116,0.699,0.000,0.477,0.587,0.448,5.093,0.551,0.052,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.495,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,current-system,Current U.S.-style system,7200,60.000,221,1.842,60.000,0.529,0.635,0.921,0.031,1.000,0.655,0.701,0.020,0.345,0.969,0.000,0.000,0.000,0.000,0.905,0.006,0.140,0.224,0.810,0.099,0.409,0.000,0.000,0.000,0.190,0.000,0.000,0.055,0.008,0.000,0.662,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.022,91,3
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,simple-majority,Unicameral simple majority,7200,60.000,1215,10.125,60.000,0.540,0.560,0.891,0.169,1.000,0.578,0.638,0.098,0.221,0.831,0.000,0.000,0.000,0.000,0.595,0.066,0.316,0.213,0.808,0.529,0.425,0.000,0.000,0.000,0.192,0.000,0.000,0.091,0.074,0.000,0.552,0.000,0.000,0.000,0.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.108,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,supermajority-60,Unicameral 60 percent passage,7200,60.000,262,2.183,60.000,0.534,0.641,0.924,0.036,1.000,0.649,0.727,0.024,0.357,0.964,0.000,0.000,0.000,0.000,0.881,0.007,0.127,0.195,0.786,0.127,0.338,0.000,0.000,0.000,0.214,0.000,0.000,0.045,0.008,0.000,0.682,0.000,0.000,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.026,0,0
high-polarization,High Polarization,Legislators are tightly clustered into ideological camps.,1.000,bicameral-majority,Bicameral simple majority,7200,60.000,681,5.675,60.000,0.532,0.591,0.911,0.095,1.000,0.603,0.677,0.057,0.267,0.905,0.000,0.000,0.000,0.000,0.735,0.028,0.228,0.201,0.807,0.321,0.389,0.000,0.000,0.000,0.193,0.000,0.000,0.073,0.027,0.000,0.601,0.000,0.000,0.000,0.028,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.064,0,0
