caseKey,caseName,caseDescription,caseWeight,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,directionalScore,representativeQuality,riskControl,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,36000,300.000,33864,282.200,300.000,0.703,0.483,0.685,0.941,1.000,0.528,0.443,0.497,0.199,0.059,0.000,0.000,0.100,0.384,0.047,0.384,0.367,0.261,0.823,0.964,0.692,0.000,0.000,0.000,0.177,0.727,0.279,0.118,0.890,0.239,0.423,0.000,0.000,0.000,0.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.705,0.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.416,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,36000,300.000,14209,118.408,300.000,0.591,0.548,0.832,0.395,1.000,0.558,0.624,0.220,0.179,0.605,0.000,0.000,0.000,0.237,0.012,0.213,0.445,0.204,0.861,0.970,0.371,0.000,0.000,0.000,0.139,0.000,0.000,0.105,0.164,0.000,0.516,0.000,0.000,0.000,0.213,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.282,0.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.280,0.395,0.000,0.000,0.000,0.000,0.000,0.030,0.246,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,1.000,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,36000,300.000,19638,163.650,163.650,0.713,0.656,0.938,0.546,0.546,0.668,0.634,0.364,0.489,0.455,0.455,0.000,0.000,0.010,0.002,0.002,0.002,0.197,0.840,0.952,0.380,0.000,0.000,0.000,0.160,0.546,0.331,0.046,0.016,0.000,0.650,0.000,0.000,0.000,0.002,0.000,0.000,0.001,6.000,0.455,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.346,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,1.000,default-pass-public-objection,Default pass + public objection window,36000,300.000,15925,132.708,300.000,0.595,0.527,0.817,0.442,1.000,0.560,0.587,0.248,0.173,0.558,0.000,0.000,0.000,0.255,0.203,0.215,0.387,0.209,0.811,0.909,0.406,0.000,0.000,0.000,0.189,0.000,0.000,0.104,0.224,0.000,0.507,0.000,0.000,0.000,0.215,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.259,0,0
extreme-proposal-pressure,Extreme Proposal Pressure,Five times as many potential proposals reach the institutional system.,1.000,default-pass-law-registry,Default pass + law registry,36000,300.000,31417,261.808,300.000,0.659,0.470,0.633,0.873,1.000,0.551,0.485,0.481,0.133,0.127,0.000,0.000,0.000,0.387,0.018,0.871,0.610,0.258,0.792,0.995,0.602,0.000,0.000,0.000,0.208,0.000,0.000,0.170,0.802,0.000,0.391,0.652,0.179,5.173,0.871,0.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.423,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,current-system,Current U.S.-style system,21600,180.000,907,7.558,180.000,0.517,0.625,0.884,0.042,1.000,0.665,0.667,0.028,0.346,0.958,0.000,0.000,0.000,0.000,0.889,0.009,0.143,0.451,0.829,0.043,0.818,0.000,0.000,0.000,0.171,0.000,0.000,0.093,0.023,0.000,0.618,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.028,374,5
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,simple-majority,Unicameral simple majority,21600,180.000,4826,40.217,180.000,0.548,0.558,0.861,0.223,1.000,0.583,0.626,0.130,0.235,0.777,0.000,0.000,0.000,0.000,0.539,0.084,0.292,0.344,0.813,0.416,0.703,0.000,0.000,0.000,0.187,0.000,0.000,0.112,0.140,0.000,0.532,0.000,0.000,0.000,0.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.140,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,supermajority-60,Unicameral 60 percent passage,21600,180.000,1209,10.075,180.000,0.520,0.624,0.881,0.056,1.000,0.661,0.668,0.037,0.348,0.944,0.000,0.000,0.000,0.000,0.855,0.011,0.143,0.454,0.826,0.052,0.818,0.000,0.000,0.000,0.174,0.000,0.000,0.093,0.034,0.000,0.616,0.000,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.037,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,bicameral-majority,Bicameral simple majority,21600,180.000,2868,23.900,180.000,0.531,0.583,0.876,0.133,1.000,0.610,0.646,0.081,0.277,0.867,0.000,0.000,0.000,0.000,0.698,0.039,0.213,0.372,0.817,0.228,0.723,0.000,0.000,0.000,0.183,0.000,0.000,0.104,0.084,0.000,0.565,0.000,0.000,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.086,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,presidential-veto,Bicameral majority + presidential veto,21600,180.000,1786,14.883,180.000,0.520,0.595,0.882,0.083,1.000,0.621,0.657,0.051,0.298,0.917,0.000,0.000,0.000,0.000,0.801,0.022,0.198,0.383,0.818,0.142,0.719,0.000,0.000,0.000,0.182,0.000,0.000,0.099,0.053,0.000,0.581,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.054,987,5
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass,Default pass unless 2/3 block,21600,180.000,18188,151.567,180.000,0.641,0.458,0.621,0.842,1.000,0.522,0.495,0.440,0.107,0.158,0.000,0.000,0.000,0.479,0.036,0.668,0.656,0.325,0.793,0.981,0.813,0.000,0.000,0.000,0.207,0.000,0.000,0.183,0.796,0.000,0.376,0.000,0.000,0.000,0.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.417,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,21600,180.000,18177,151.475,180.000,0.640,0.458,0.622,0.842,1.000,0.521,0.494,0.439,0.106,0.158,0.000,0.000,0.000,0.478,0.035,0.667,0.655,0.326,0.793,0.978,0.820,0.102,0.725,2.697,0.207,0.000,0.000,0.182,0.793,0.000,0.376,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,4.079,0.210,0.199,0.200,0.208,0.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.416,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass-strategic-lobbying,Default pass + strategic lobbying,21600,180.000,18145,151.208,180.000,0.640,0.458,0.621,0.840,1.000,0.521,0.494,0.438,0.106,0.160,0.000,0.000,0.000,0.480,0.038,0.667,0.658,0.328,0.793,0.971,0.825,0.159,0.658,1.733,0.207,0.000,0.000,0.183,0.792,0.000,0.375,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,2.612,0.154,0.142,0.214,0.372,0.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.415,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass-adaptive-proposers,Default pass + adaptive proposers,21600,180.000,18365,153.042,177.408,0.654,0.466,0.645,0.850,0.986,0.517,0.496,0.440,0.123,0.150,0.014,0.000,0.000,0.469,0.034,0.552,0.580,0.307,0.804,0.985,0.785,0.000,0.000,0.000,0.196,0.986,0.090,0.168,0.782,0.043,0.388,0.000,0.000,0.000,0.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.421,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass-adaptive-proposers-lobbying,Default pass + adaptive proposers + strategic lobbying,21600,180.000,18375,153.125,177.450,0.653,0.464,0.643,0.851,0.986,0.516,0.494,0.439,0.122,0.149,0.014,0.000,0.000,0.474,0.035,0.552,0.579,0.309,0.804,0.973,0.799,0.160,0.652,1.649,0.196,0.986,0.090,0.168,0.784,0.043,0.387,0.000,0.000,0.000,0.552,0.000,0.000,0.000,0.000,0.000,2.633,0.155,0.143,0.210,0.373,0.120,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.420,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass-deep-strategy-bundle,Default pass + adaptive strategy bundle,21600,180.000,20258,168.817,177.608,0.717,0.487,0.726,0.938,0.987,0.521,0.456,0.489,0.217,0.062,0.013,0.000,0.000,0.434,0.028,0.345,0.334,0.280,0.816,0.972,0.870,0.163,0.614,1.613,0.184,0.987,0.297,0.120,0.561,0.256,0.426,0.000,0.000,0.000,0.345,0.000,0.000,0.000,0.000,0.000,2.627,0.162,0.147,0.204,0.363,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.427,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass-multiround-mediation,Default pass + multi-round mediation,21600,180.000,20286,169.050,180.000,0.700,0.482,0.679,0.939,1.000,0.523,0.448,0.491,0.205,0.061,0.000,0.000,0.000,0.428,0.032,0.371,0.359,0.328,0.813,0.970,0.945,0.000,0.000,0.000,0.187,0.739,0.281,0.117,0.821,0.271,0.421,0.000,0.000,0.000,0.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.420,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,21600,180.000,19350,161.250,180.000,0.687,0.480,0.686,0.896,1.000,0.518,0.445,0.464,0.208,0.104,0.000,0.000,0.167,0.412,0.094,0.338,0.341,0.329,0.816,0.908,0.941,0.000,0.000,0.000,0.184,0.738,0.281,0.118,0.818,0.271,0.416,0.000,0.000,0.000,0.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.616,0.588,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.399,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,21600,180.000,8609,71.742,180.000,0.580,0.538,0.804,0.399,1.000,0.538,0.631,0.215,0.177,0.601,0.000,0.000,0.000,0.310,0.030,0.208,0.427,0.261,0.837,0.932,0.521,0.000,0.000,0.000,0.163,0.000,0.000,0.116,0.203,0.000,0.505,0.000,0.000,0.000,0.208,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.293,0.493,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.276,0.389,0.000,0.000,0.000,0.000,0.000,0.037,0.251,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass-alternatives-pairwise,Default pass + pairwise policy tournament,21600,180.000,11496,95.800,95.833,0.685,0.621,0.903,0.532,0.532,0.607,0.648,0.323,0.437,0.468,0.468,0.000,0.000,0.139,0.002,0.003,0.002,0.245,0.783,0.897,0.473,0.000,0.000,0.000,0.217,0.532,0.312,0.049,0.026,0.000,0.630,0.000,0.000,0.000,0.003,0.000,0.001,0.001,6.000,0.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.052,0.345,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass-public-objection,Default pass + public objection window,21600,180.000,9125,76.042,180.000,0.581,0.522,0.799,0.422,1.000,0.539,0.600,0.228,0.179,0.578,0.000,0.000,0.000,0.313,0.229,0.194,0.364,0.266,0.797,0.837,0.549,0.000,0.000,0.000,0.203,0.000,0.000,0.113,0.231,0.000,0.493,0.000,0.000,0.000,0.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.254,0,0
lobby-fueled-flooding,Lobby-Fueled Flooding,High proposal pressure with strong lobbying and weaker constituency pressure.,1.000,default-pass-law-registry,Default pass + law registry,21600,180.000,18770,156.417,180.000,0.650,0.466,0.615,0.869,1.000,0.542,0.490,0.471,0.134,0.131,0.000,0.000,0.000,0.410,0.027,0.859,0.600,0.324,0.785,0.979,0.813,0.000,0.000,0.000,0.215,0.000,0.000,0.185,0.831,0.000,0.377,0.662,0.250,5.152,0.859,0.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.426,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,current-system,Current U.S.-style system,21600,180.000,535,4.458,180.000,0.523,0.632,0.913,0.025,1.000,0.645,0.709,0.016,0.343,0.975,0.000,0.000,0.000,0.000,0.924,0.005,0.144,0.270,0.796,0.062,0.488,0.000,0.000,0.000,0.204,0.000,0.000,0.053,0.009,0.000,0.668,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.018,256,2
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,simple-majority,Unicameral simple majority,21600,180.000,3641,30.342,180.000,0.544,0.568,0.896,0.169,1.000,0.571,0.658,0.096,0.241,0.831,0.000,0.000,0.000,0.000,0.599,0.060,0.283,0.214,0.801,0.502,0.403,0.000,0.000,0.000,0.199,0.000,0.000,0.079,0.064,0.000,0.569,0.000,0.000,0.000,0.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.111,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,supermajority-60,Unicameral 60 percent passage,21600,180.000,699,5.825,180.000,0.530,0.643,0.916,0.032,1.000,0.646,0.720,0.021,0.383,0.968,0.000,0.000,0.000,0.000,0.899,0.005,0.110,0.257,0.785,0.078,0.448,0.000,0.000,0.000,0.215,0.000,0.000,0.049,0.010,0.000,0.679,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.023,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,bicameral-majority,Bicameral simple majority,21600,180.000,2024,16.867,180.000,0.534,0.597,0.910,0.094,1.000,0.596,0.689,0.056,0.290,0.906,0.000,0.000,0.000,0.000,0.741,0.025,0.198,0.218,0.797,0.287,0.395,0.000,0.000,0.000,0.203,0.000,0.000,0.066,0.032,0.000,0.614,0.000,0.000,0.000,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.065,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,presidential-veto,Bicameral majority + presidential veto,21600,180.000,1270,10.583,180.000,0.525,0.604,0.912,0.059,1.000,0.604,0.698,0.035,0.297,0.941,0.000,0.000,0.000,0.000,0.835,0.015,0.192,0.222,0.791,0.186,0.398,0.000,0.000,0.000,0.209,0.000,0.000,0.060,0.020,0.000,0.628,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.041,756,2
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,default-pass,Default pass unless 2/3 block,21600,180.000,18030,150.250,180.000,0.636,0.450,0.623,0.835,1.000,0.517,0.478,0.432,0.092,0.165,0.000,0.000,0.000,0.486,0.035,0.724,0.742,0.269,0.790,0.991,0.651,0.000,0.000,0.000,0.210,0.000,0.000,0.179,0.765,0.000,0.373,0.000,0.000,0.000,0.724,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.399,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,21600,180.000,18099,150.825,180.000,0.636,0.450,0.622,0.838,1.000,0.517,0.477,0.433,0.091,0.162,0.000,0.000,0.000,0.488,0.031,0.725,0.740,0.270,0.790,0.991,0.658,0.074,0.634,3.064,0.210,0.000,0.000,0.179,0.768,0.000,0.373,0.000,0.000,0.000,0.725,0.000,0.000,0.000,0.000,0.000,5.413,0.210,0.202,0.199,0.195,0.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.400,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,default-pass-strategic-lobbying,Default pass + strategic lobbying,21600,180.000,18075,150.625,180.000,0.636,0.450,0.622,0.837,1.000,0.516,0.477,0.432,0.091,0.163,0.000,0.000,0.000,0.488,0.031,0.725,0.741,0.270,0.790,0.990,0.657,0.097,0.558,2.340,0.210,0.000,0.000,0.179,0.767,0.000,0.373,0.000,0.000,0.000,0.725,0.000,0.000,0.000,0.000,0.000,4.136,0.167,0.151,0.221,0.338,0.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.399,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,default-pass-adaptive-proposers,Default pass + adaptive proposers,21600,180.000,18185,151.542,178.550,0.646,0.456,0.640,0.842,0.992,0.509,0.480,0.429,0.107,0.158,0.008,0.000,0.000,0.496,0.030,0.603,0.653,0.258,0.803,0.994,0.629,0.000,0.000,0.000,0.197,0.992,0.094,0.171,0.770,0.022,0.384,0.000,0.000,0.000,0.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.044,0.404,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,default-pass-adaptive-proposers-lobbying,Default pass + adaptive proposers + strategic lobbying,21600,180.000,18179,151.492,178.542,0.645,0.456,0.638,0.842,0.992,0.509,0.480,0.428,0.107,0.158,0.008,0.000,0.000,0.498,0.028,0.603,0.653,0.259,0.803,0.992,0.638,0.098,0.548,2.219,0.197,0.992,0.094,0.172,0.776,0.023,0.383,0.000,0.000,0.000,0.603,0.000,0.000,0.000,0.000,0.000,4.104,0.168,0.151,0.216,0.341,0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.044,0.404,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,default-pass-deep-strategy-bundle,Default pass + adaptive strategy bundle,21600,180.000,20525,171.042,178.600,0.709,0.477,0.701,0.950,0.992,0.506,0.441,0.481,0.199,0.050,0.008,0.000,0.000,0.478,0.021,0.382,0.368,0.241,0.818,0.991,0.702,0.104,0.520,2.212,0.182,0.992,0.322,0.123,0.694,0.248,0.419,0.000,0.000,0.000,0.382,0.000,0.000,0.000,0.000,0.000,4.044,0.175,0.156,0.210,0.333,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.044,0.419,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,default-pass-multiround-mediation,Default pass + multi-round mediation,21600,180.000,20377,169.808,180.000,0.695,0.471,0.670,0.943,1.000,0.504,0.435,0.475,0.186,0.057,0.000,0.000,0.000,0.481,0.028,0.406,0.394,0.273,0.814,0.989,0.755,0.000,0.000,0.000,0.186,0.747,0.303,0.119,0.852,0.261,0.414,0.000,0.000,0.000,0.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.410,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,default-pass-multiround-mediation-challenge,Default pass + multi-round mediation + challenge,21600,180.000,19073,158.942,180.000,0.678,0.469,0.680,0.883,1.000,0.499,0.433,0.441,0.188,0.117,0.000,0.000,0.167,0.470,0.104,0.365,0.377,0.273,0.817,0.916,0.750,0.000,0.000,0.000,0.183,0.748,0.302,0.120,0.820,0.260,0.410,0.000,0.000,0.000,0.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.647,0.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.382,0,0
low-compromise-flooding,Low-Compromise Flooding,High proposal pressure in a low-compromise legislature.,1.000,default-pass-constituent-citizen-panel,Default pass + constituent public will + citizen panel,21600,180.000,7601,63.342,180.000,0.568,0.536,0.816,0.352,1.000,0.531,0.630,0.187,0.158,0.648,0.000,0.000,0.000,0.328,0.021,0.206,0.489,0.200,0.847,0.947,0.374,0.000,0.000,0.000,0.153,0.000,0.000,0.106,0.156,0.000,0.512,0.000,0.000,0.000,0.206,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.263,0.483,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.278,0.389,0.000,0.000,0.000,0.000,0.000,0.045,0.222,0,0
